Category ID,Category,Event,Event description,Timepoint start,Timepoint end,Quantity outcome 1,Reference/link to data,Accessed on
G76,List of deadly floods,Floods were caused by Tropical Storm Washi,"Year: 2011; Location: Philippines; Deaths: 1,268",2011-01-01,2011-01-01,1268,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,"2004 China flood, mountain torrents, mud-rock flows, landslide","Year: 2004; Location: China; Deaths: 1,029",2004-01-01,2004-01-01,1029,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,1961 Bihar flood,"Year: 1961; Location: India; Deaths: 1,000",1961-01-01,1961-01-01,1000,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,"Barcelona, flash flood",Year: 1962; Location: Spain; Deaths: 915,1962-01-01,1962-01-01,915,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,January 2011 Rio de Janeiro floods and mudslides,Year: 2011; Location: Brazil; Deaths: 903,2011-01-01,2011-01-01,903,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,1977 Karachi flood,Year: 1977; Location: Pakistan; Deaths: 848,1977-01-01,1977-01-01,848,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,2006 North Korean floods,Year: 2006; Location: North Korea; Deaths: 844,2006-01-01,2006-01-01,844,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,"Algiers, Bab El Oued, devastating flood, mudslide",Year: 2001; Location: Algeria; Deaths: 827,2001-01-01,2001-01-01,827,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,2000 Mozambique flood,Year: 2000; Location: Mozambique; Deaths: 800,2000-01-01,2000-01-01,800,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,"2006 Ethiopia flood, mainly Omo River Delta, Dire Dawa, Tena, Gode, flash flood, heavyrain",Year: 2006; Location: Ethiopia; Deaths: 705,2006-01-01,2006-01-01,705,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,"2009 August 8 flood, due to Typhoon Morakot, An entire village of Shiaolin was buried at the southern county of Kaohsiung",Year: 2009; Location: Taiwan; Deaths: 677,2009-01-01,2009-01-01,677,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,1972 Seoul flood,Year: 1972; Location: South Korea; Deaths: 672,1972-01-01,1972-01-01,672,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,1972 Luzon flood,Year: 1972; Location: Philippines; Deaths: 653,1972-01-01,1972-01-01,653,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,1987 Villatina landslide disaster,Year: 1987; Location: Colombia; Deaths: 640,1987-01-01,1987-01-01,640,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,2007 North Korean floods,Year: 2007; Location: North Korea; Deaths: 610,2007-01-01,2007-01-01,610,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,1999 Vietnamese floods,Year: 1999; Location: Vietnam; Deaths: 595,1999-01-01,1999-01-01,595,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,Hanoi and Red River Delta flood,Year: 1971; Location: North Vietnam; Deaths: 594,1971-01-01,1971-01-01,594,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,1969 Tunisia flooding,Year: 1969; Location: Tunisia; Deaths: 540,1969-01-01,1969-01-01,540,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,"Cuzco, Huallaga, torrential rain, flooding, landslide",Year: 1982; Location: Peru; Deaths: 532,1982-01-01,1982-01-01,532,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,"1967 Massive rain of Japan, mainly, Kobe, Kure, Agano River, massive rain and landslide",Year: 1967; Location: Japan; Deaths: 517,1967-01-01,1967-01-01,517,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,KwaZulu-Natal,Year: 1987; Location: South Africa; Deaths: 506,1987-01-01,1987-01-01,506,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,"Malawi, flash flood and landslide",Year: 1991; Location: Malawi; Deaths: 500,1991-01-01,1991-01-01,500,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,2018 East Africa floods,"Year: 2018; Location: Kenya, Ethiopia, Uganda, Rwanda, and Somalia; Deaths: 500",2018-01-01,2018-01-01,500,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,2018 Kerala floods,Year: 2018; Location: India; Deaths: 483,2018-01-01,2018-01-01,483,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,Lisbon flash flood,Year: 1967; Location: Portugal; Deaths: 464,1967-01-01,1967-01-01,464,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,2016 China floods,Year: 2016; Location: China; Deaths: 449+,2016-01-01,2016-01-01,449,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,"Western Japan, massive rains and landslides",Year: 1972; Location: Japan; Deaths: 445,1972-01-01,1972-01-01,445,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,"1967 Brazil flood, mainly Rio de Janeiro, São Paulo, flood and landslide",Year: 1967; Location: Brazil; Deaths: 437,1967-01-01,1967-01-01,437,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,"2015 Tamil Nadu floods Chennai, Cuddalore and Andhra Pradesh named 2015 South Indian floods",Year: 2015; Location: India; Deaths: 431,2015-01-01,2015-01-01,431,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,"2002 Nepal flood, mainly occurred at Makwanpur, monssnal rain, flood, landslide",Year: 2002; Location: Nepal; Deaths: 429,2002-01-01,2002-01-01,429,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,"October 1999 Mexico floods, mainly occurred at Tabasco, Puebla, Chiapas, flood and mudslide as a result from Tropical Depression Eleven",Year: 1999; Location: Mexico; Deaths: 425,1999-01-01,1999-01-01,425,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,"1969 South Korea flood, mainly, Gyeongsangbuk-do, Gyeongsangnam-do, Gangwon-do, torrential rain, landslide",Year: 1969; Location: South Korea; Deaths: 408,1969-01-01,1969-01-01,408,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,"1993 Iran flood, mainly occurred at Isfahan, Bandar Abass, flash flood and landslide",Year: 1993; Location: Iran; Deaths: 407,1993-01-01,1993-01-01,407,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,"1998 South Korea flood, heavy massive rain, landslide",Year: 1998; Location: South Korea; Deaths: 405,1998-01-01,1998-01-01,405,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,"Thailand, Malaysia, mainly, Nakhon, Songkhla, Kelantan, torrential rain","Year: 1988; Location: Thailand, Malaysia; Deaths: 386",1988-01-01,1988-01-01,386,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,"1966 Rio de Janeiro flood, flood and landslide",Year: 1966; Location: Brazil; Deaths: 373,1966-01-01,1966-01-01,373,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,"Piura, Tumbes, torrential rain, flooding, landslide",Year: 1983; Location: Peru; Deaths: 364,1983-01-01,1983-01-01,364,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,2007 African Nations flood,"Year: 2007; Location: mainly Sudan, Nigeria, Burkina Faso, Ghana, Kenya, and many African country; Deaths: 353",2007-01-01,2007-01-01,353,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,1996 Yemen flood,Year: 1996; Location: Yemen; Deaths: 347,1996-01-01,1996-01-01,347,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,"1987 South Korea flood, mainly, Chungchongnam-do, Jeollanam-do, Kangwon, torrential rain, landslide",Year: 1987; Location: South Korea; Deaths: 345,1987-01-01,1987-01-01,345,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,2006 East African Flood,"Year: 2006; Location: Kenya, Ethiopia, Somalia; Deaths: 342",2006-01-01,2006-01-01,342,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,North Sea flood of 1962 storm tide,Year: 1962; Location: Germany; Deaths: 315,1962-01-01,1962-01-01,315,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,"2003 Sumatra flood, mainly Jambi, Batanghari, Tondano, torrential rain, flash flood, landslide",Year: 2003; Location: Indonesia; Deaths: 313,2003-01-01,2003-01-01,313,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,2021 Henan floods,Year: 2021; Location: China; Deaths: 302,2021-01-01,2021-01-01,302,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,Pampayacta avalanche,Year: 1963; Location: Peru; Deaths: 300,1963-01-01,1963-01-01,300,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,"Quebrada Blanca canyon, landslide",Year: 1974; Location: Colombia; Deaths: 300,1974-01-01,1974-01-01,300,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,"Nagasaki, massive rain and landslide",Year: 1982; Location: Japan; Deaths: 299,1982-01-01,1982-01-01,299,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,Rio de Janeiro and Fluminense flood,Year: 1988; Location: Brazil; Deaths: 290,1988-01-01,1988-01-01,290,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,"1973 Granada, Almeria, Murcia flood",Year: 1973; Location: Spain; Deaths: 272,1973-01-01,1973-01-01,272,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,Val di Stava dam disaster,Year: 1985; Location: Italy; Deaths: 268,1985-01-01,1985-01-01,268,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,1966 Maian flood,Year: 1966; Location: Jordan; Deaths: 259,1966-01-01,1966-01-01,259,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,1998 Tajikistan flood,Year: 1998; Location: Tajikistan; Deaths: 255,1998-01-01,1998-01-01,255,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,2021 Maharashtra floods,Year: 2021; Location: India; Deaths: 251,2021-01-01,2021-01-01,251,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,La Josefina landslide dam failure,Year: 1993; Location: Ecuador; Deaths: 250,1993-01-01,1993-01-01,250,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,April 2010 Rio de Janeiro floods and mudslides,"Year: 2010; Location: Rio de Janeiro, Brazil; Deaths: 246+",2010-01-01,2010-01-01,246,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,2021 European floods,"Year: 2021; Location: Austria, Belgium, Germany, Italy, Luxembourg, Netherlands, Switzerland, United Kingdom, Romania, Czech Republic, Croatia; Deaths: 242",2021-01-01,2021-01-01,242,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,2017 Gujarat flood,"Year: 2017; Location: Gujarat and Rajasthan, India; Deaths: 240",2017-01-01,2017-01-01,240,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,Black Hills flood,Year: 1972; Location: United States; Deaths: 238,1972-01-01,1972-01-01,238,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,2009 Philippine Floods,Year: 2009; Location: Philippines; Deaths: 235-244,2009-01-01,2009-01-01,239.5,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,2020 Central Vietnam floods,"Year: 2020; Location: Vietnam, Cambodia, Laos; Deaths: 233",2020-01-01,2020-01-01,233,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,Marrakesh flash flood,Year: 1995; Location: Morocco; Deaths: 230,1995-01-01,1995-01-01,230,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,2007 Balochistan flood by Cyclone Yemyin,Year: 2007; Location: Pakistan; Deaths: 228,2007-01-01,2007-01-01,228,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,2012 North Korean floods,Year: 2012; Location: North Korea; Deaths: 223,2012-01-01,2012-01-01,223,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,2018 Japan floods,Year: 2018; Location: Japan; Deaths: 225,2018-01-01,2018-01-01,225,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,2017 China floods,Year: 2017; Location: China; Deaths: 203+,2017-01-01,2017-01-01,203,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,"Chungar landslide, flood, avalanche",Year: 1971; Location: Peru; Deaths: 200-600,1971-01-01,1971-01-01,400,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,2008 South China floods,Year: 2008; Location: South China; Deaths: 200+,2008-01-01,2008-01-01,200,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,"Pamir Mountain area, mud and rock slides, torrential rain",Year: 1992; Location: Tajikistan; Deaths: 200,1992-01-01,1992-01-01,200,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,"Santa Catarina, Tubarão, torrential heavy rain",Year: 1974; Location: Brazil; Deaths: 199,1974-01-01,1974-01-01,199,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,2009 El Salvador floods and mudslides,Year: 2009; Location: El Salvador; Deaths: 199,2009-01-01,2009-01-01,199,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,2012 Russian floods,Year: 2012; Location: Krymsk; Deaths: 172,2012-01-01,2012-01-01,172,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,"2004 Brazil flood, mainly São Paulo, Pemambuco, torrential rain, mudslide",Year: 2004; Location: Brazil; Deaths: 165,2004-01-01,2004-01-01,165,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,Sarno flood and landslide,Year: 1998; Location: Italy; Deaths: 159,1998-01-01,1998-01-01,159,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,KwaZulu-Natal,Year: 1995; Location: South Africa; Deaths: 154,1995-01-01,1995-01-01,154,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,2010-2011 Southern Africa floods,Year: 2011; Location: Africa; Deaths: 141+,2011-01-01,2011-01-01,141,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,2019 Pakistan floods and storms,Year: 2019; Location: Pakistan; Deaths: 140+,2019-01-01,2019-01-01,140,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,2010 Colombia floods,Year: 2010; Location: Colombia; Deaths: 138,2010-01-01,2010-01-01,138,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,"Ozengeli, avalanche",Year: 1993; Location: Turkey; Deaths: 135,1993-01-01,1993-01-01,135,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,"Izumo, massive rain and mudslide",Year: 1964; Location: Japan; Deaths: 128,1964-01-01,1964-01-01,128,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,2010 Leh floods,"Year: 2010; Location: Jammu and Kashmir, Pakistan/India; Deaths: 125+",2010-01-01,2010-01-01,125,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,"2009 Jeddah Torrential rain, floods",Year: 2009; Location: Saudi Arabia; Deaths: 123,2009-01-01,2009-01-01,123,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,1986 Northern Vietnam floods,Year: 1986; Location: Vietnam; Deaths: 121,1986-01-01,1986-01-01,121,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,"1991 Antofagasta Flood, mud swept",Year: 1991; Location: Chile; Deaths: 120,1991-01-01,1991-01-01,120,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,"2007 Central and East Java torrential monsoon rain, landslide, flood",Year: 2007; Location: Indonesia; Deaths: 119,2007-01-01,2007-01-01,119,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,"Masuda, massive rain and landslide",Year: 1983; Location: Japan; Deaths: 117,1983-01-01,1983-01-01,117,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,"1990 South Korea flood, Seoul, Inchon, heavy rain",Year: 1990; Location: South Korea; Deaths: 114,1990-01-01,1990-01-01,114,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,2019 Jayapura flood and landslide,Year: 2019; Location: Indonesia; Deaths: 113,2019-01-01,2019-01-01,113,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,"2021 Afghanistan flood, 2021 Nuristan floods",Year: 2021; Location: Afghanistan; Deaths: 113,2021-01-01,2021-01-01,113,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,"Southern Federal District, heavy rain, landslide",Year: 2002; Location: Russia; Deaths: 110,2002-01-01,2002-01-01,110,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,1997 Central European flood,"Year: 1997; Location: Poland, Czech Republic; Deaths: 106",1997-01-01,1997-01-01,106,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,1981 Laingsburg flood,Year: 1981; Location: South Africa; Deaths: 104,1981-01-01,1981-01-01,104,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,2013 Argentina floods,Year: 2013; Location: Argentina; Deaths: 101,2013-01-01,2013-01-01,101,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,2016 Sri Lankan floods,Year: 2016; Location: Sri Lanka; Deaths: 101,2016-01-01,2016-01-01,101,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
G76,List of deadly floods,2008 Vietnam floods,"Year: 2008; Location: Vietnam, China; Deaths: 100",2008-01-01,2008-01-01,100,https://en.wikipedia.org/wiki/List_of_deadliest_floods,2023-07-15
