Category ID,Category,Event,Event description,Timepoint start,Timepoint end,Quantity outcome 1,Reference/link to data,Accessed on
G72,List of FDA Approved Vaccines,Imovax Rabies,103931 - Imovax Rabies - Rabies Vaccine,2000-02-04,2000-02-04,,"FDA Purplebook. February 2023, 19 Feb. 2023, https://purplebooksearch.fda.gov/downloads.",2023-02-19
G72,List of FDA Approved Vaccines,"Acthib,Omnihib","103935 - Acthib,Omnihib - Haemophilus b Conjugate Vaccine (Tetanus Toxoid Conjugate)",2000-02-04,2000-02-04,,"FDA Purplebook. February 2023, 19 Feb. 2023, https://purplebooksearch.fda.gov/downloads.",2023-02-19
G72,List of FDA Approved Vaccines,Typhim Vi,103936 - Typhim Vi - Typhoid Vi Polysaccharide Vaccine,2000-02-04,2000-02-04,,"FDA Purplebook. February 2023, 19 Feb. 2023, https://purplebooksearch.fda.gov/downloads.",2023-02-19
G72,List of FDA Approved Vaccines,Poliovax,103940 - Poliovax - Poliovirus Vaccine Inactivated (Human Diploid Cell),2000-02-24,2000-02-24,,"FDA Purplebook. February 2023, 19 Feb. 2023, https://purplebooksearch.fda.gov/downloads.",2023-02-19
G72,List of FDA Approved Vaccines,Mycobax,103942 - Mycobax - BCG Vaccine,2000-02-24,2000-02-24,,"FDA Purplebook. February 2023, 19 Feb. 2023, https://purplebooksearch.fda.gov/downloads.",2023-02-19
G72,List of FDA Approved Vaccines,"Flumist, Flumist Quad","125020 - Flumist, Flumist Quad - Influenza Vaccine Live, Intranasal",2003-06-17,2003-06-17,,"FDA Purplebook. February 2023, 19 Feb. 2023, https://purplebooksearch.fda.gov/downloads.",2023-02-19
G72,List of FDA Approved Vaccines,Menactra,"125089 - Menactra - Meningococcal (Groups A, C, Y and W-135) Polysaccharide Diphtheria Toxoid Conjugate Vaccine",2005-01-14,2005-01-14,,"FDA Purplebook. February 2023, 19 Feb. 2023, https://purplebooksearch.fda.gov/downloads.",2023-02-19
G72,List of FDA Approved Vaccines,Boostrix,"125106 - Boostrix - Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis Vaccine, Adsorbed",2005-05-03,2005-05-03,,"FDA Purplebook. February 2023, 19 Feb. 2023, https://purplebooksearch.fda.gov/downloads.",2023-02-19
G72,List of FDA Approved Vaccines,Proquad,"125108 - Proquad - Measles, Mumps, Rubella and Varicella Virus Vaccine Live",2005-09-06,2005-09-06,,"FDA Purplebook. February 2023, 19 Feb. 2023, https://purplebooksearch.fda.gov/downloads.",2023-02-19
G72,List of FDA Approved Vaccines,Adacel,"125111 - Adacel - Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis Vaccine, Adsorbed",2005-06-10,2005-06-10,,"FDA Purplebook. February 2023, 19 Feb. 2023, https://purplebooksearch.fda.gov/downloads.",2023-02-19
G72,List of FDA Approved Vaccines,Rotateq,"125122 - Rotateq - Rotavirus Vaccine, Live, Oral, Pentavalent",2006-02-03,2006-02-03,,"FDA Purplebook. February 2023, 19 Feb. 2023, https://purplebooksearch.fda.gov/downloads.",2023-02-19
G72,List of FDA Approved Vaccines,Zostavax,125123 - Zostavax - Zoster Vaccine Live,2006-05-25,2006-05-25,,"FDA Purplebook. February 2023, 19 Feb. 2023, https://purplebooksearch.fda.gov/downloads.",2023-02-19
G72,List of FDA Approved Vaccines,Gardasil,"125126 - Gardasil - Human Papillomavirus Quadrivalent (Types 6, 11, 16 and 18) Vaccine, Recombinant",2006-06-08,2006-06-08,,"FDA Purplebook. February 2023, 19 Feb. 2023, https://purplebooksearch.fda.gov/downloads.",2023-02-19
G72,List of FDA Approved Vaccines,"Fluarix, Fluarix Quadrivalent","125127 - Fluarix, Fluarix Quadrivalent - Influenza Virus Vaccine",2005-08-31,2005-08-31,,"FDA Purplebook. February 2023, 19 Feb. 2023, https://purplebooksearch.fda.gov/downloads.",2023-02-19
G72,List of FDA Approved Vaccines,Pentacel,"125145 - Pentacel - Diphtheria and Tetanus Toxoids and Acellular Pertussis Adsorbed, Inactivated Poliovirus and Haemophilus b Conjugate (Tetanus Toxoid Conjugate) Vaccine",2008-06-20,2008-06-20,,"FDA Purplebook. February 2023, 19 Feb. 2023, https://purplebooksearch.fda.gov/downloads.",2023-02-19
G72,List of FDA Approved Vaccines,Acam2000,"125158 - Acam2000 - Smallpox (Vaccinia) Vaccine, Live",2007-08-31,2007-08-31,,"FDA Purplebook. February 2023, 19 Feb. 2023, https://purplebooksearch.fda.gov/downloads.",2023-02-19
G72,List of FDA Approved Vaccines,"Flulaval, Flulaval Quadrivalent","125163 - Flulaval, Flulaval Quadrivalent - Influenza Vaccine",2006-10-05,2006-10-05,,"FDA Purplebook. February 2023, 19 Feb. 2023, https://purplebooksearch.fda.gov/downloads.",2023-02-19
G72,List of FDA Approved Vaccines,N/A,"125244 - N/A - Influenza Virus Vaccine, H5N1",2007-04-17,2007-04-17,,"FDA Purplebook. February 2023, 19 Feb. 2023, https://purplebooksearch.fda.gov/downloads.",2023-02-19
G72,List of FDA Approved Vaccines,"Afluria, Afluria Quadrivalent","125254 - Afluria, Afluria Quadrivalent - Influenza Vaccine",2007-09-28,2007-09-28,,"FDA Purplebook. February 2023, 19 Feb. 2023, https://purplebooksearch.fda.gov/downloads.",2023-02-19
G72,List of FDA Approved Vaccines,Cervarix,"125259 - Cervarix - Human Papillomavirus Bivalent (Types 16 and 18) Vaccine, Recombinant",2009-10-16,2009-10-16,,"FDA Purplebook. February 2023, 19 Feb. 2023, https://purplebooksearch.fda.gov/downloads.",2023-02-19
G72,List of FDA Approved Vaccines,Kinrix,125260 - Kinrix - Diphtheria and Tetanus Toxoids and Acellular Pertussis Adsorbed and Inactivated Poliovirus Vaccine,2008-06-24,2008-06-24,,"FDA Purplebook. February 2023, 19 Feb. 2023, https://purplebooksearch.fda.gov/downloads.",2023-02-19
G72,List of FDA Approved Vaccines,Rotarix,"125265 - Rotarix - Rotavirus Vaccine, Live, Oral",2008-04-03,2008-04-03,,"FDA Purplebook. February 2023, 19 Feb. 2023, https://purplebooksearch.fda.gov/downloads.",2023-02-19
G72,List of FDA Approved Vaccines,Ixiaro,"125280 - Ixiaro - Japanese Encephalitis Vaccine, Inactivated, Adsorbed",2009-03-30,2009-03-30,,"FDA Purplebook. February 2023, 19 Feb. 2023, https://purplebooksearch.fda.gov/downloads.",2023-02-19
G72,List of FDA Approved Vaccines,Flublok,125285 - Flublok - Influenza Vaccine,2013-01-16,2013-01-16,,"FDA Purplebook. February 2023, 19 Feb. 2023, https://purplebooksearch.fda.gov/downloads.",2023-02-19
G72,List of FDA Approved Vaccines,N/A,"125296 - N/A - Adenovirus Type 4 and Type 7 Vaccine, Live, Oral",2011-03-16,2011-03-16,,"FDA Purplebook. February 2023, 19 Feb. 2023, https://purplebooksearch.fda.gov/downloads.",2023-02-19
G72,List of FDA Approved Vaccines,Agriflu,125297 - Agriflu - Influenza Virus Vaccine,2009-11-27,2009-11-27,,"FDA Purplebook. February 2023, 19 Feb. 2023, https://purplebooksearch.fda.gov/downloads.",2023-02-19
G72,List of FDA Approved Vaccines,Menveo,"125300 - Menveo - Meningococcal (Groups A, C, Y, and W-135) Oligosaccharide Diphtheria CRM197 Conjugate Vaccine",2010-02-19,2010-02-19,,"FDA Purplebook. February 2023, 19 Feb. 2023, https://purplebooksearch.fda.gov/downloads.",2023-02-19
G72,List of FDA Approved Vaccines,Prevnar 13,125324 - Prevnar 13 - Pneumococcal 13-valent Conjugate Vaccine (Diphtheria CRM197 Protein),2010-02-24,2010-02-24,,"FDA Purplebook. February 2023, 19 Feb. 2023, https://purplebooksearch.fda.gov/downloads.",2023-02-19
G72,List of FDA Approved Vaccines,Hiberix,125347 - Hiberix - Haemophilus b Conjugate Vaccine (Tetanus Toxoid Conjugate),2009-08-19,2009-08-19,,"FDA Purplebook. February 2023, 19 Feb. 2023, https://purplebooksearch.fda.gov/downloads.",2023-02-19
G72,List of FDA Approved Vaccines,MENHIBRIX,125363 - MENHIBRIX - Meningococcal Groups C and Y and Haemophilus b Tetanus Toxoid Conjugate Vaccine,2012-06-14,2012-06-14,,"FDA Purplebook. February 2023, 19 Feb. 2023, https://purplebooksearch.fda.gov/downloads.",2023-02-19
G72,List of FDA Approved Vaccines,"Flucelvax, Flucelvax Quadrivalent","125408 - Flucelvax, Flucelvax Quadrivalent - Influenza Vaccine",2012-11-20,2012-11-20,,"FDA Purplebook. February 2023, 19 Feb. 2023, https://purplebooksearch.fda.gov/downloads.",2023-02-19
G72,List of FDA Approved Vaccines,N/A,"125419 - N/A - Influenza A (H5N1) Virus Monovalent Vaccine, Adjuvanted",2013-11-22,2013-11-22,,"FDA Purplebook. February 2023, 19 Feb. 2023, https://purplebooksearch.fda.gov/downloads.",2023-02-19
G72,List of FDA Approved Vaccines,Heplisav-B,"125428 - Heplisav-B - Hepatitis B Vaccine (Recombinant), Adjuvanted",2017-11-09,2017-11-09,,"FDA Purplebook. February 2023, 19 Feb. 2023, https://purplebooksearch.fda.gov/downloads.",2023-02-19
G72,List of FDA Approved Vaccines,Gardasil 9,"125508 - Gardasil 9 - Human Papillomavirus 9-valent Vaccine, Recombinant",2014-12-10,2014-12-10,,"FDA Purplebook. February 2023, 19 Feb. 2023, https://purplebooksearch.fda.gov/downloads.",2023-02-19
G72,List of FDA Approved Vaccines,Fluad,"125510 - Fluad - Influenza Vaccine, Adjuvanted",2015-11-24,2015-11-24,,"FDA Purplebook. February 2023, 19 Feb. 2023, https://purplebooksearch.fda.gov/downloads.",2023-02-19
G72,List of FDA Approved Vaccines,Quadracel,125525 - Quadracel - Diphtheria and Tetanus Toxoids and Acellular Pertussis Adsorbed and Inactivated Poliovirus Vaccine,2015-03-24,2015-03-24,,"FDA Purplebook. February 2023, 19 Feb. 2023, https://purplebooksearch.fda.gov/downloads.",2023-02-19
G72,List of FDA Approved Vaccines,Bexsero,125546 - Bexsero - Meningococcal Group B Vaccine,2015-01-23,2015-01-23,,"FDA Purplebook. February 2023, 19 Feb. 2023, https://purplebooksearch.fda.gov/downloads.",2023-02-19
G72,List of FDA Approved Vaccines,Trumenba,125549 - Trumenba - Meningococcal Group B Vaccine,2014-10-29,2014-10-29,,"FDA Purplebook. February 2023, 19 Feb. 2023, https://purplebooksearch.fda.gov/downloads.",2023-02-19
G72,List of FDA Approved Vaccines,Vaxelis,"125563 - Vaxelis - Diphtheria and Tetanus Toxoids and Acellular Pertussis, Inactivated Poliovirus, Haemophilus b Conjugate and Hepatitis B Vaccine",2018-12-21,2018-12-21,,"FDA Purplebook. February 2023, 19 Feb. 2023, https://purplebooksearch.fda.gov/downloads.",2023-02-19
G72,List of FDA Approved Vaccines,Vaxchora,125597 - Vaxchora - Cholera Vaccine Live Oral,2016-06-10,2016-06-10,,"FDA Purplebook. February 2023, 19 Feb. 2023, https://purplebooksearch.fda.gov/downloads.",2023-02-19
G72,List of FDA Approved Vaccines,Shingrix,"125614 - Shingrix - Zoster Vaccine Recombinant, Adjuvanted",2017-10-20,2017-10-20,,"FDA Purplebook. February 2023, 19 Feb. 2023, https://purplebooksearch.fda.gov/downloads.",2023-02-19
G72,List of FDA Approved Vaccines,Jynneos,"125678 - Jynneos - Smallpox and Monkeypox Vaccine, Live, Non-replicating",2019-09-24,2019-09-24,,"FDA Purplebook. February 2023, 19 Feb. 2023, https://purplebooksearch.fda.gov/downloads.",2023-02-19
G72,List of FDA Approved Vaccines,Dengvaxia,"125682 - Dengvaxia - Dengue Tetravalent Vaccine, Live",2019-05-01,2019-05-01,,"FDA Purplebook. February 2023, 19 Feb. 2023, https://purplebooksearch.fda.gov/downloads.",2023-02-19
G72,List of FDA Approved Vaccines,Audenz,"125692 - Audenz - Influenza A (H5N1) Monovalent Vaccine, Adjuvanted",2020-01-31,2020-01-31,,"FDA Purplebook. February 2023, 19 Feb. 2023, https://purplebooksearch.fda.gov/downloads.",2023-02-19
G72,List of FDA Approved Vaccines,Menquadfi,"125701 - Menquadfi - Meningococcal (Groups A, C, Y, W) Conjugate Vaccine",2020-04-23,2020-04-23,,"FDA Purplebook. February 2023, 19 Feb. 2023, https://purplebooksearch.fda.gov/downloads.",2023-02-19
G72,List of FDA Approved Vaccines,Prevnar 20,125731 - Prevnar 20 - 20-valent Pneumococcal Conjugate Vaccine,2021-06-08,2021-06-08,,"FDA Purplebook. February 2023, 19 Feb. 2023, https://purplebooksearch.fda.gov/downloads.",2023-02-19
G72,List of FDA Approved Vaccines,Ticovac,125740 - Ticovac - Tick-Borne Encephalitis Vaccine,2021-08-13,2021-08-13,,"FDA Purplebook. February 2023, 19 Feb. 2023, https://purplebooksearch.fda.gov/downloads.",2023-02-19
G72,List of FDA Approved Vaccines,Vaxneuvance,125741 - Vaxneuvance - Pneumococcal 15-valent Conjugate Vaccine,2021-07-16,2021-07-16,,"FDA Purplebook. February 2023, 19 Feb. 2023, https://purplebooksearch.fda.gov/downloads.",2023-02-19
G72,List of FDA Approved Vaccines,Comirnaty,"125742 - Comirnaty - COVID-19 Vaccine, mRNA",2021-08-23,2021-08-23,,"FDA Purplebook. February 2023, 19 Feb. 2023, https://purplebooksearch.fda.gov/downloads.",2023-02-19
G72,List of FDA Approved Vaccines,PRIORIX,"125748 - PRIORIX - Measles, Mumps and Rubella Virus Vaccine Live",2022-06-03,2022-06-03,,"FDA Purplebook. February 2023, 19 Feb. 2023, https://purplebooksearch.fda.gov/downloads.",2023-02-19
G72,List of FDA Approved Vaccines,Spikevax,"125752 - Spikevax - COVID-19 Vaccine, mRNA",2022-01-31,2022-01-31,,"FDA Purplebook. February 2023, 19 Feb. 2023, https://purplebooksearch.fda.gov/downloads.",2023-02-19
G72,List of FDA Approved Vaccines,Prehevbrio,125737 - Prehevbrio - Hepatitis B Vaccine (Recombinant),2021-11-30,2021-11-30,,"FDA Purplebook. February 2023, 19 Feb. 2023, https://purplebooksearch.fda.gov/downloads.",2023-02-19
