Category ID,Category,Event,Event description,Country,
G9,Sovereign Debt Defaults,Brazil - 2019,Emerging/frontier markets; Brazil in default with Other_Official_Creditors,Brazil,
G9,Sovereign Debt Defaults,Bulgaria - 1961,Emerging/frontier markets; Bulgaria in default with FC_Bonds,Bulgaria,
G9,Sovereign Debt Defaults,Bulgaria - 1989,"Emerging/frontier markets; Bulgaria in default with Private_Creditors, Paris_Club, Other_Official_Creditors, FC_Bank_Loans",Bulgaria,
G9,Sovereign Debt Defaults,Bulgaria - 2013,Emerging/frontier markets; Bulgaria in default with Other_Official_Creditors,Bulgaria,
G9,Sovereign Debt Defaults,Burkina Faso - 1978,"HIPC countries; Burkina Faso in default with Other_Official_Creditors, Private_Creditors, Paris_Club",Burkina Faso,
G9,Sovereign Debt Defaults,Burundi - 1971,HIPC countries; Burundi in default with Other_Official_Creditors,Burundi,
G9,Sovereign Debt Defaults,Burundi - 1982,"HIPC countries; Burundi in default with Other_Official_Creditors, Private_Creditors, China, Paris_Club",Burundi,
G9,Sovereign Debt Defaults,Cabo Verde - 1981,"Other developing countries; Cabo Verde in default with Other_Official_Creditors, FC_Bank_Loans, Private_Creditors, LC_Debt, China",Cabo Verde,
G9,Sovereign Debt Defaults,Cabo Verde - 2019,"Other developing countries; Cabo Verde in default with Other_Official_Creditors, LC_Debt, China, Private_Creditors",Cabo Verde,
G9,Sovereign Debt Defaults,Cambodia - 1971,"Other developing countries; Cambodia in default with Paris_Club, Other_Official_Creditors, IMF, LC_Debt, Private_Creditors, China",Cambodia,
G9,Sovereign Debt Defaults,Cameroon - 1972,HIPC countries; Cameroon in default with Other_Official_Creditors,Cameroon,
G9,Sovereign Debt Defaults,Cameroon - 1977,"HIPC countries; Cameroon in default with Other_Official_Creditors, Private_Creditors, FC_Bank_Loans, Paris_Club, China, FC_Bonds",Cameroon,
G9,Sovereign Debt Defaults,Central African Republic - 1970,"HIPC countries; Central African Republic in default with Other_Official_Creditors, Private_Creditors, IMF, Paris_Club, IDA, China, FC_Bank_Loans",Central African Republic,
G9,Sovereign Debt Defaults,Chad - 1970,"HIPC countries; Chad in default with Other_Official_Creditors, Private_Creditors, IDA, IMF, Paris_Club, China, FC_Bank_Loans",Chad,
G9,Sovereign Debt Defaults,Chile - 1961,Emerging/frontier markets; Chile in default with Other_Official_Creditors,Chile,
G9,Sovereign Debt Defaults,Chile - 1963,"Emerging/frontier markets; Chile in default with Other_Official_Creditors, IMF, FC_Bank_Loans, Paris_Club",Chile,
G9,Sovereign Debt Defaults,Chile - 1971,"Emerging/frontier markets; Chile in default with Other_Official_Creditors, Private_Creditors, Paris_Club, FC_Bank_Loans",Chile,
G9,Sovereign Debt Defaults,Chile - 1983,"Emerging/frontier markets; Chile in default with FC_Bank_Loans, Paris_Club",Chile,
G9,Sovereign Debt Defaults,Colombia - 1980,"Emerging/frontier markets; Colombia in default with Private_Creditors, Other_Official_Creditors",Colombia,
G9,Sovereign Debt Defaults,Comoros - 1976,"HIPC countries; Comoros in default with Other_Official_Creditors, Private_Creditors, IMF, Paris_Club, IDA, China",Comoros,
G9,Sovereign Debt Defaults,Cook Islands - 1995,Other developing countries; Cook Islands in default with Other_Official_Creditors,Cook Islands,
G9,Sovereign Debt Defaults,Costa Rica - 1962,Emerging/frontier markets; Costa Rica in default with Other_Official_Creditors,Costa Rica,
G9,Sovereign Debt Defaults,Costa Rica - 1965,Emerging/frontier markets; Costa Rica in default with Other_Official_Creditors,Costa Rica,
G9,Sovereign Debt Defaults,Costa Rica - 1971,"Emerging/frontier markets; Costa Rica in default with Other_Official_Creditors, Private_Creditors",Costa Rica,
G9,Sovereign Debt Defaults,Costa Rica - 1973,Emerging/frontier markets; Costa Rica in default with Private_Creditors,Costa Rica,
G9,Sovereign Debt Defaults,Costa Rica - 1977,"Emerging/frontier markets; Costa Rica in default with Other_Official_Creditors, Private_Creditors, FC_Bank_Loans, Paris_Club, FC_Bonds",Costa Rica,
G9,Sovereign Debt Defaults,Cote d'Ivoire - 1974,HIPC countries; Cote d'Ivoire in default with Other_Official_Creditors,Cote d'Ivoire,
G9,Sovereign Debt Defaults,Cote d'Ivoire - 1978,"HIPC countries; Cote d'Ivoire in default with Other_Official_Creditors, Private_Creditors, Paris_Club, FC_Bank_Loans, FC_Bonds, IBRD, IDA, China",Cote d'Ivoire,
G9,Sovereign Debt Defaults,Croatia - 1992,"Emerging/frontier markets; Croatia in default with FC_Bank_Loans, Paris_Club",Croatia,
G9,Sovereign Debt Defaults,Cuba - 1961,"Other developing countries; Cuba in default with IMF, FC_Bonds, LC_Debt",Cuba,
G9,Sovereign Debt Defaults,Cuba - 1982,"Other developing countries; Cuba in default with FC_Bank_Loans, Paris_Club, Other_Official_Creditors, China",Cuba,
G9,Sovereign Debt Defaults,Curacao - 2010,Other developing countries; Curacao in default with Other_Official_Creditors,Curacao,
G9,Sovereign Debt Defaults,Cyprus - 2013,Advanced economies; Cyprus in default with FC_Bonds,Cyprus,
G9,Sovereign Debt Defaults,Czechoslovakia - 1961,Other developing countries; Czechoslovakia in default with FC_Bonds,Czechoslovakia,
G9,Sovereign Debt Defaults,Democratic Republic of Congo (Kinshasa) - 1961,"HIPC countries; Democratic Republic of Congo (Kinshasa) in default with Private_Creditors, FC_Bonds, LC_Debt",Democratic Republic of Congo,
G9,Sovereign Debt Defaults,Democratic Republic of Congo (Kinshasa) - 1973,"HIPC countries; Democratic Republic of Congo (Kinshasa) in default with Other_Official_Creditors, Private_Creditors, Paris_Club, FC_Bank_Loans, IMF, LC_Debt, IBRD, IDA, China",Democratic Republic of Congo,
G9,Sovereign Debt Defaults,Djibouti - 1984,"Other developing countries; Djibouti in default with Other_Official_Creditors, Private_Creditors",Djibouti,
G9,Sovereign Debt Defaults,Djibouti - 1986,"Other developing countries; Djibouti in default with Other_Official_Creditors, Private_Creditors",Djibouti,
G9,Sovereign Debt Defaults,Djibouti - 1988,"Other developing countries; Djibouti in default with Other_Official_Creditors, Paris_Club, Private_Creditors, China",Djibouti,
G9,Sovereign Debt Defaults,Dominica - 1981,Other developing countries; Dominica in default with Other_Official_Creditors,Dominica,
G9,Sovereign Debt Defaults,Dominica - 1987,"Other developing countries; Dominica in default with Other_Official_Creditors, Private_Creditors, FC_Bank_Loans, FC_Bonds, China",Dominica,
G9,Sovereign Debt Defaults,Dominican Republic - 1961,"Emerging/frontier markets; Dominican Republic in default with FC_Bank_Loans, IMF, Other_Official_Creditors, Private_Creditors, LC_Debt, Paris_Club, FC_Bonds",Dominican Republic,
G9,Sovereign Debt Defaults,Ecuador - 1972,Emerging/frontier markets; Ecuador in default with Private_Creditors,Ecuador,
G9,Sovereign Debt Defaults,Ecuador - 1976,"Emerging/frontier markets; Ecuador in default with Other_Official_Creditors, Private_Creditors, FC_Bank_Loans, Paris_Club, FC_Bonds, China",Ecuador,
G9,Sovereign Debt Defaults,Egypt - 1964,"Emerging/frontier markets; Egypt in default with Other_Official_Creditors, IMF, Private_Creditors, Paris_Club",Egypt,
G9,Sovereign Debt Defaults,Egypt - 2013,Emerging/frontier markets; Egypt in default with Other_Official_Creditors,Egypt,
G9,Sovereign Debt Defaults,Egypt - 2018,Emerging/frontier markets; Egypt in default with Other_Official_Creditors,Egypt,
G9,Sovereign Debt Defaults,El Salvador - 1979,Emerging/frontier markets; El Salvador in default with Other_Official_Creditors,El Salvador,
G9,Sovereign Debt Defaults,El Salvador - 1981,"Emerging/frontier markets; El Salvador in default with FC_Bonds, Private_Creditors, Other_Official_Creditors, IMF, Paris_Club",El Salvador,
G9,Sovereign Debt Defaults,El Salvador - 2008,Emerging/frontier markets; El Salvador in default with Other_Official_Creditors,El Salvador,
G9,Sovereign Debt Defaults,El Salvador - 2017,Emerging/frontier markets; El Salvador in default with FC_Bonds,El Salvador,
G9,Sovereign Debt Defaults,Equatorial Guinea - 1981,"Other developing countries; Equatorial Guinea in default with Other_Official_Creditors, IMF, Paris_Club, Private_Creditors, China",Equatorial Guinea,
G9,Sovereign Debt Defaults,Equatorial Guinea - 2007,Other developing countries; Equatorial Guinea in default with China,Equatorial Guinea,
G9,Sovereign Debt Defaults,Equatorial Guinea - 2017,"Other developing countries; Equatorial Guinea in default with Other_Official_Creditors, Paris_Club, Private_Creditors",Equatorial Guinea,
G9,Sovereign Debt Defaults,Eritrea - 2000,"Other developing countries; Eritrea in default with Other_Official_Creditors, China, Private_Creditors, IDA",Eritrea,
G9,Sovereign Debt Defaults,eSwatini - 1978,"Other developing countries; eSwatini in default with Other_Official_Creditors, Private_Creditors",Eswatini,
G9,Sovereign Debt Defaults,eSwatini - 1986,"Other developing countries; eSwatini in default with Private_Creditors, Other_Official_Creditors",Eswatini,
G9,Sovereign Debt Defaults,Ethiopia - 1970,"HIPC countries; Ethiopia in default with Other_Official_Creditors, Private_Creditors, Paris_Club, FC_Bank_Loans, China",Ethiopia,
G9,Sovereign Debt Defaults,Fiji - 1976,Other developing countries; Fiji in default with Other_Official_Creditors,Fiji,
G9,Sovereign Debt Defaults,Fiji - 1979,Other developing countries; Fiji in default with Other_Official_Creditors,Fiji,
G9,Sovereign Debt Defaults,Fiji - 1982,Other developing countries; Fiji in default with Private_Creditors,Fiji,
G9,Sovereign Debt Defaults,Fiji - 1990,"Other developing countries; Fiji in default with Other_Official_Creditors, Private_Creditors",Fiji,
G9,Sovereign Debt Defaults,Fiji - 2020,Other developing countries; Fiji in default with Other_Official_Creditors,Fiji,
G9,Sovereign Debt Defaults,Gabon - 1975,"Emerging/frontier markets; Gabon in default with Private_Creditors, Paris_Club",Gabon,
G9,Sovereign Debt Defaults,Gabon - 1980,"Emerging/frontier markets; Gabon in default with Other_Official_Creditors, Private_Creditors, FC_Bank_Loans, Paris_Club",Gabon,
G9,Sovereign Debt Defaults,Gabon - 2015,"Emerging/frontier markets; Gabon in default with Other_Official_Creditors, Private_Creditors, Paris_Club, China",Gabon,
G9,Sovereign Debt Defaults,Gambia - 1977,HIPC countries; Gambia in default with Other_Official_Creditors,Gambia,
G9,Sovereign Debt Defaults,Gambia - 1980,"HIPC countries; Gambia in default with Other_Official_Creditors, Private_Creditors, IMF, FC_Bank_Loans, Paris_Club, China",Gambia,
G9,Sovereign Debt Defaults,Georgia - 1992,"Emerging/frontier markets; Georgia in default with Private_Creditors, Other_Official_Creditors, Paris_Club, China",Georgia,
G9,Sovereign Debt Defaults,Ghana - 1965,"HIPC countries; Ghana in default with Paris_Club, IMF, Other_Official_Creditors, Private_Creditors, LC_Debt, China",Ghana,
G9,Sovereign Debt Defaults,Greece - 1961,Advanced economies; Greece in default with FC_Bonds,Greece,
G9,Sovereign Debt Defaults,Greece - 2012,"Advanced economies; Greece in default with China, FC_Bonds, Other_Official_Creditors",Greece,
G9,Sovereign Debt Defaults,Greece - 2015,Advanced economies; Greece in default with IMF,Greece,
G9,Sovereign Debt Defaults,Greece - 2018,Advanced economies; Greece in default with Other_Official_Creditors,Greece,
G9,Sovereign Debt Defaults,Grenada - 1981,"Other developing countries; Grenada in default with Private_Creditors, Other_Official_Creditors, FC_Bank_Loans, FC_Bonds, Paris_Club",Grenada,
G9,Sovereign Debt Defaults,Guatemala - 1983,"Emerging/frontier markets; Guatemala in default with Other_Official_Creditors, Private_Creditors, FC_Bank_Loans, FC_Bonds, IBRD, Paris_Club",Guatemala,
G9,Sovereign Debt Defaults,Guatemala - 2012,Emerging/frontier markets; Guatemala in default with Other_Official_Creditors,Guatemala,
G9,Sovereign Debt Defaults,Guinea - 1965,HIPC countries; Guinea in default with Other_Official_Creditors,Guinea,
G9,Sovereign Debt Defaults,Guinea - 1967,"HIPC countries; Guinea in default with Other_Official_Creditors, Private_Creditors, Paris_Club, FC_Bank_Loans, China, IDA",Guinea,
G9,Sovereign Debt Defaults,Guinea-Bissau - 1976,"HIPC countries; Guinea-Bissau in default with Other_Official_Creditors, Private_Creditors, IMF, Paris_Club, China",Guinea-Bissau,
G9,Sovereign Debt Defaults,Guyana - 1972,"HIPC countries; Guyana in default with Private_Creditors, Other_Official_Creditors, IMF, FC_Bank_Loans, IBRD, Paris_Club, China",Guyana,
G9,Sovereign Debt Defaults,Haiti - 1961,"HIPC countries; Haiti in default with Other_Official_Creditors, IMF, IBRD, Private_Creditors",Haiti,
G9,Sovereign Debt Defaults,Haiti - 1981,"HIPC countries; Haiti in default with Other_Official_Creditors, Private_Creditors, IMF, IDA, Paris_Club, IBRD",Haiti,
G9,Sovereign Debt Defaults,Honduras - 1977,"HIPC countries; Honduras in default with Other_Official_Creditors, Private_Creditors, FC_Bank_Loans, IMF, IBRD, IDA, Paris_Club",Honduras,
G9,Sovereign Debt Defaults,Hungary - 1961,Emerging/frontier markets; Hungary in default with FC_Bonds,Hungary,
G9,Sovereign Debt Defaults,Hungary - 2009,Emerging/frontier markets; Hungary in default with Other_Official_Creditors,Hungary,
G9,Sovereign Debt Defaults,India - 1967,"Emerging/frontier markets; India in default with IBRD, Other_Official_Creditors",India,
G9,Sovereign Debt Defaults,India - 1972,Emerging/frontier markets; India in default with Other_Official_Creditors,India,
G9,Sovereign Debt Defaults,India - 1992,Emerging/frontier markets; India in default with Other_Official_Creditors,India,
G9,Sovereign Debt Defaults,Indonesia - 1965,"Emerging/frontier markets; Indonesia in default with Paris_Club, Other_Official_Creditors, China, Private_Creditors",Indonesia,
G9,Sovereign Debt Defaults,Indonesia - 1997,"Emerging/frontier markets; Indonesia in default with Other_Official_Creditors, Paris_Club, Private_Creditors, FC_Bank_Loans",Indonesia,
G9,Sovereign Debt Defaults,Indonesia - 2012,Emerging/frontier markets; Indonesia in default with Other_Official_Creditors,Indonesia,
G9,Sovereign Debt Defaults,Indonesia - 2014,Emerging/frontier markets; Indonesia in default with Other_Official_Creditors,Indonesia,
G9,Sovereign Debt Defaults,Indonesia - 2016,Emerging/frontier markets; Indonesia in default with Other_Official_Creditors,Indonesia,
G9,Sovereign Debt Defaults,Iran - 1980,"Other developing countries; Iran in default with Other_Official_Creditors, Private_Creditors",Iran,
G9,Sovereign Debt Defaults,Iran - 2011,"Other developing countries; Iran in default with Other_Official_Creditors, Private_Creditors, IBRD",Iran,
G9,Sovereign Debt Defaults,Iran - 2016,"Other developing countries; Iran in default with Other_Official_Creditors, Private_Creditors",Iran,
G9,Sovereign Debt Defaults,Iraq - 1988,"Emerging/frontier markets; Iraq in default with FC_Bank_Loans, IMF, IBRD, Paris_Club, LC_Debt, Other_Official_Creditors, China",Iraq,
G9,Sovereign Debt Defaults,Ireland - 2013,Advanced economies; Ireland in default with Other_Official_Creditors,Ireland,
G9,Sovereign Debt Defaults,Jamaica - 1970,Emerging/frontier markets; Jamaica in default with Other_Official_Creditors,Jamaica,
G9,Sovereign Debt Defaults,Jamaica - 1973,"Emerging/frontier markets; Jamaica in default with Other_Official_Creditors, Private_Creditors",Jamaica,
G9,Sovereign Debt Defaults,Jamaica - 1978,"Emerging/frontier markets; Jamaica in default with FC_Bank_Loans, Private_Creditors, IMF, Other_Official_Creditors, Paris_Club, FC_Bonds, LC_Debt",Jamaica,
G9,Sovereign Debt Defaults,Jordan - 1970,"Other developing countries; Jordan in default with Other_Official_Creditors, Private_Creditors, Paris_Club, FC_Bank_Loans",Jordan,
G9,Sovereign Debt Defaults,Kazakhstan - 1993,"Emerging/frontier markets; Kazakhstan in default with Other_Official_Creditors, Private_Creditors",Kazakhstan,
G9,Sovereign Debt Defaults,Kazakhstan - 1998,Emerging/frontier markets; Kazakhstan in default with Private_Creditors,Kazakhstan,
G9,Sovereign Debt Defaults,Kazakhstan - 2001,Emerging/frontier markets; Kazakhstan in default with Other_Official_Creditors,Kazakhstan,
G9,Sovereign Debt Defaults,Kazakhstan - 2014,Emerging/frontier markets; Kazakhstan in default with Private_Creditors,Kazakhstan,
G9,Sovereign Debt Defaults,Kenya - 1970,Emerging/frontier markets; Kenya in default with Private_Creditors,Kenya,
G9,Sovereign Debt Defaults,Kenya - 1972,Emerging/frontier markets; Kenya in default with Private_Creditors,Kenya,
G9,Sovereign Debt Defaults,Kenya - 1975,"Emerging/frontier markets; Kenya in default with Other_Official_Creditors, Private_Creditors, FC_Bank_Loans, Paris_Club, China",Kenya,
G9,Sovereign Debt Defaults,Korea (North) - 1975,"Other developing countries; Korea (North) in default with Paris_Club, FC_Bank_Loans, LC_Debt, Other_Official_Creditors",North Korea,
G9,Sovereign Debt Defaults,Kyrgyzstan - 1993,Other developing countries; Kyrgyzstan in default with Other_Official_Creditors,Kyrgyzstan,
G9,Sovereign Debt Defaults,Kyrgyzstan - 1999,"Other developing countries; Kyrgyzstan in default with Paris_Club, Other_Official_Creditors, Private_Creditors, China",Kyrgyzstan,
G9,Sovereign Debt Defaults,Laos - 1972,"Other developing countries; Laos in default with Other_Official_Creditors, Private_Creditors, LC_Debt, IMF",Laos,
G9,Sovereign Debt Defaults,Laos - 1996,Other developing countries; Laos in default with Other_Official_Creditors,Laos,
G9,Sovereign Debt Defaults,Laos - 2003,Other developing countries; Laos in default with Other_Official_Creditors,Laos,
G9,Sovereign Debt Defaults,Laos - 2006,Other developing countries; Laos in default with China,Laos,
G9,Sovereign Debt Defaults,Laos - 2012,Other developing countries; Laos in default with Private_Creditors,Laos,
G9,Sovereign Debt Defaults,Latvia - 2009,; Latvia in default with Private_Creditors,Latvia,
G9,Sovereign Debt Defaults,Lebanon - 1976,Emerging/frontier markets; Lebanon in default with IBRD,Lebanon,
G9,Sovereign Debt Defaults,Lebanon - 1982,"Emerging/frontier markets; Lebanon in default with Private_Creditors, Other_Official_Creditors",Lebanon,
G9,Sovereign Debt Defaults,Lebanon - 2002,Emerging/frontier markets; Lebanon in default with Other_Official_Creditors,Lebanon,
G9,Sovereign Debt Defaults,Lebanon - 2020,"Emerging/frontier markets; Lebanon in default with Paris_Club, Other_Official_Creditors, Private_Creditors, FC_Bonds",Lebanon,
G9,Sovereign Debt Defaults,Lesotho - 1979,Other developing countries; Lesotho in default with Other_Official_Creditors,Lesotho,
G9,Sovereign Debt Defaults,Lesotho - 1985,"Other developing countries; Lesotho in default with Other_Official_Creditors, Private_Creditors",Lesotho,
G9,Sovereign Debt Defaults,Lesotho - 1998,Other developing countries; Lesotho in default with Other_Official_Creditors,Lesotho,
G9,Sovereign Debt Defaults,Lesotho - 2001,Other developing countries; Lesotho in default with China,Lesotho,
G9,Sovereign Debt Defaults,Lesotho - 2007,Other developing countries; Lesotho in default with Other_Official_Creditors,Lesotho,
G9,Sovereign Debt Defaults,Lesotho - 2013,"Other developing countries; Lesotho in default with Other_Official_Creditors, Private_Creditors, China",Lesotho,
G9,Sovereign Debt Defaults,Liberia - 1963,"HIPC countries; Liberia in default with Other_Official_Creditors, Private_Creditors, FC_Bank_Loans",Liberia,
G9,Sovereign Debt Defaults,Liberia - 1968,"HIPC countries; Liberia in default with Other_Official_Creditors, FC_Bank_Loans",Liberia,
G9,Sovereign Debt Defaults,Liberia - 1971,"HIPC countries; Liberia in default with Other_Official_Creditors, Paris_Club, Private_Creditors, FC_Bank_Loans, IMF, IBRD, IDA, LC_Debt, China",Liberia,
G9,Sovereign Debt Defaults,Libya - 2004,HIPC countries; Libya in default with Other_Official_Creditors,Libya,
G9,Sovereign Debt Defaults,Libya - 2008,HIPC countries; Libya in default with Other_Official_Creditors,Libya,
G9,Sovereign Debt Defaults,Libya - 2011,HIPC countries; Libya in default with Other_Official_Creditors,Libya,
G9,Sovereign Debt Defaults,Macedonia - 1992,"Other developing countries; Macedonia in default with Private_Creditors, FC_Bank_Loans, IBRD, Paris_Club, Other_Official_Creditors",Macedonia,
G9,Sovereign Debt Defaults,Macedonia - 2008,Other developing countries; Macedonia in default with Other_Official_Creditors,Macedonia,
G9,Sovereign Debt Defaults,Madagascar - 1972,"HIPC countries; Madagascar in default with Other_Official_Creditors, Private_Creditors, Paris_Club, FC_Bank_Loans, China, LC_Debt",Madagascar,
G9,Sovereign Debt Defaults,Malawi - 1980,"HIPC countries; Malawi in default with Other_Official_Creditors, Private_Creditors, Paris_Club, FC_Bank_Loans",Malawi,
G9,Sovereign Debt Defaults,Malawi - 1985,"HIPC countries; Malawi in default with Other_Official_Creditors, Private_Creditors, FC_Bank_Loans, Paris_Club",Malawi,
G9,Sovereign Debt Defaults,Maldives - 1978,Other developing countries; Maldives in default with Other_Official_Creditors,Maldives,
G9,Sovereign Debt Defaults,Maldives - 2003,"Other developing countries; Maldives in default with Other_Official_Creditors, Private_Creditors, Paris_Club, China",Maldives,
