COUNTRY,COUNTRY_GROUP,YEAR,TOTAL_2022,IMF_2022,IBRD_2022,IDA_2022,PARIS_CLUB_2022,CHINA_2022,OTHER_OFFICIAL_CREDITORS_2022,PRIVATE_CREDITORS_2022,FC_BANK_LOANS_2022,FC_BONDS_2022,LC_2022,FISCAL_ARREARS_2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,World,1994,322832.2155,6583.804319,1637,88,35910,,112180.6439,24577.09377,140851.6534,1000.02008,4,3245.046535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,World,1995,235868.3772,6751.497655,2275,131,47418,,72561.55831,21050.12854,85418.05644,131.136237,132,6544.085396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,World,1996,256593.0801,4536.256773,2656,181,79868,,71382.80135,20301.30703,77310.57502,125.5399472,231.6,22242.5811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,World,1997,213277.4593,3229.68078,2786,238,25189.7,,91785.8215,16644.53211,72931.33413,332.0607649,140.33,21340.61216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,World,1998,243070.9187,3401.407259,2647,287,26743.4,,93699.1575,16878.73509,32518.21579,29809.00059,37087.0025,23739.61424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,World,1999,317716.5624,3424.864739,2839,379,35793.28576,,110222.2172,14930.01423,25417.57148,39856.93404,84853.675,47501.94472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,World,2000,257624.4243,3410.2948,2931,469,50248.86312,5,115040.5352,14563.24426,25671.56734,44976.57212,308.3475,55915.10286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,World,2001,227574.6535,3335.470777,2354,547,70293.19868,580.4,66254.85272,11433.63461,26203.60999,44684.46675,1888.02,52334.80642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,World,2002,364651.4466,3580.777183,1487,694,67439.6,937.5,148156.5837,10284.74991,30528.44678,97590.78903,3952,50906.79352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,World,2003,381437.2325,6036.981171,1426,597,51719.9,399.75,161520.3171,11259.47797,32058.15485,105389.4114,11030.24,53613.25911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,World,2004,386452.0613,3668.916295,121,751,102063.1,51.9,120238.1859,12070.71969,33409.46929,103549.7702,10528,51894.96074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,World,2005,389320.7073,3275.356826,937,877,85121,161.5,149335.193,10580.14707,30049.1523,107685.1212,1299.236787,45349.88839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,World,2006,262492.6651,3580.324381,1019,1053,53759.1,318.7,130204.3365,10026.46956,32362.47706,29616.05678,553.2008193,41995.46608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,World,2007,207385.0107,3779.041172,1186,1213,44575,1853.2,95777.89778,8033.281546,17796.89441,32464.69576,706,52304.88496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,World,2008,213195.7774,3709.947515,795,1066,57362.3,69.2,89388.14491,8073.139351,16650.20035,35747.84526,334,63222.67558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,World,2009,197098.0216,2446.766812,565,1149,48924.3,3,81287.56425,7967.690107,17678.93614,36631.76428,444,70581.84377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,World,2010,211586.1332,2409.391554,631,1265,53685.3,9890.9,92383.35092,10108.08749,18562.79787,15818.30534,6832,72720.63795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,World,2011,173439.3949,2410.87489,701,1414,48027.3,6264,77750.77919,4588.609267,18214.65262,13956.17894,112,79363.53039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,World,2012,508075.3122,2409.92501,761,1496,63776.3,507,81458.468,11357.94859,18638.76653,327570.904,99,88815.33959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,World,2013,524006.5813,2417.57544,888,1203,44463.3,131,432276.0022,3768.935435,15354.62264,15253.1456,8251,79069.70733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,World,2014,238855.9325,2276.002787,852,1337,43938.3,1672.738608,112626.8967,14695.94346,14898.79126,46554.25963,4,122589.6903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,World,2015,210514.1569,4400.220368,873,1356,36349.3,43,83279.53797,4475.066291,14993.65332,64741.37895,3,166181.2544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,World,2016,253368.9115,2113.834472,896,1452,36448.2,25247.48883,85211.59783,13219.88776,13922.82152,74589.08104,268,209968.216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,World,2017,241325.7327,2069.049578,919,1547,28091.14,7816.83,92880.48995,17291.23881,15430.53328,75277.45108,3,195010.4737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,World,2018,395385.3647,2037.89472,954,1665,34883.3,23095.1,201783.1322,20273.22179,16718.30597,88023.40998,5952,191546.0012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,World,2019,299922.29,2034.38812,988,1758,40674.6,18296.18716,90601.63605,23777.06075,14933.47984,102496.708,4362.23,147677.0042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,World,2020,447654.9691,2120.8944,1015,1848,46428.6291,18305.13672,104388.7774,28543.28707,15133.56235,224712.682,5159,129143.299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,World,2021,375353.8334,1349.624637,1042,1614,46022.59,25887.894,111191.7584,27474.13738,14946.19124,145820.6378,5,113489.3257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,1960,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,1961,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,1962,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,1963,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,1964,267,0,,0,0,,267,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,1965,267,0,,0,0,,267,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,1966,267,0,,0,0,,267,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,1967,2.7,2.7,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,1968,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,1969,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,1970,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,1971,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,1972,37,0,,0,0,,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,1973,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,1974,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,1975,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,1976,437,0,,0,0,,437,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,1977,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,1978,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,1979,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,1980,15,0,,0,0,,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,1981,0,0,,0,0,,****,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,1982,3,0,,0,0,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,1983,0,0,,0,0,,****,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,1984,0,0,,0,0,,****,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,1985,10,0,,0,0,,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,1986,10,0,,0,0,,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,1987,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,1988,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,1989,0.372,0,,0.372,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,1990,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,1991,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,1992,5,0,,1,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,1993,7,0,,1,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,1994,22,0,,3,,,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,1995,24.6,0.3,,5,,,19.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,1996,27.5,0.3,,8,,,19.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,1997,32.67432718,2.974327178,,11,,,18.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,1998,37.68798668,4.987986676,,14,,,18.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,1999,42.19228767,6.392287666,,17,,,18.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,2000,284.2650182,7.965018156,,21,****,,255.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,2001,288.7906994,9.290699411,,24,****,,255.5,0,,,,13.83157895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,2002,11394.04802,11.04801563,,27,****,,11356,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,2003,11302,0,,0,****,,11302,0,,,,34.71698113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,2004,11306,0,,0,****,,11306,0,,,,7.460815047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,2005,11305,0,,0,****,,11305,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,2006,11284.421,0,,0,11284,,****,0.421,,,,24.73462848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,2007,148.3124,0,,0,22,,125.8794,0.433,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,2008,125.4213,0,,0,0,,124.9883,0.433,,,,197.0149254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,2009,88.53993,0,,0,0,,88.10693,0.433,,,,252.3345917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,2010,1027,0,,0,1027,,***,0,,,,127.9069767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,2011,144.105277,0,,0,0,,144.105277,0,,,,223.8117213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,2012,172.6433059,0,,0,0,,172.6433059,0,,,,260.6820855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,2013,200.2188497,0,,0,0,,200.2188497,0,,,,3.47947112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,2014,316.5290516,0,,0,0,,316.5290516,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,2015,363.6271504,0,,0,0,,363.6271504,0,,,,188.0456682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,2016,441.3065443,0,,0,0,,441.3065443,0,,,,123.7175619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,2017,525.270005,0,,0,0,,525.270005,0,,,,328.6794648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,2018,600.981004,0,,0,0,,600.981004,0,,,,231.5369261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,2019,674.756,0,,0,0,,674.756,0,,,,207.5592569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,2020,747.256,0,,0,0,,747.256,0,,,,213.6807818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,HIPC countries,2021,820,0,,0,0,,820,0,,,,158.0722892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albania,Other developing countries,1960,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albania,Other developing countries,1961,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albania,Other developing countries,1962,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albania,Other developing countries,1963,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albania,Other developing countries,1964,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albania,Other developing countries,1965,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albania,Other developing countries,1966,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
